CCF,CEBParous,r2,inplotlabel
1.848,1.9432176,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.839,1.9647436,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.831,1.9688172,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.824,1.9676375,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.842,1.9554141,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.862,1.9315352,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.857,1.9183885,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.834,1.9044652,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.806,1.8871473,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.774,1.8693361,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.739,1.8441145,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.7,1.8201284,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.678,1.7965739,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.673,1.7684989,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.623,1.7489225,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.599,1.7267818,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.596,1.7087795,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
3.214,3.4227903,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
3.131,3.3558414,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
3.059,3.2751606,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.983,3.1937902,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.892,3.1096773,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.795,3.0216217,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.68,2.9098806,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.561,2.798907,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.464,2.7166483,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.365,2.6454139,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.292,2.5781777,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.215,2.4943693,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.15,2.4376416,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.104,2.4128439,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.057,2.3974359,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.022,2.3816254,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.998,2.3672986,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.982,2.3595238,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.972,2.3616767,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.974,2.3640718,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.981,2.3667862,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.985,2.3659117,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.987,2.3711216,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.991,2.375895,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.012,2.3810651,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.024,2.3867924,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.024,2.3867924,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.034,2.3901293,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.051,2.3932321,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.066,2.3995354,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.075,2.4127908,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.089,2.4234338,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.109,2.4297235,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.111,2.429229,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.114,2.4243119,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.137,2.4256527,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.16,2.4324324,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.183,2.4473095,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.203,2.4559643,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.216,2.4622223,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.221,2.473274,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
