CCF,CEBParous,r2,inplotlabel,Panel,Title,Note,Source
2.3148148,2.3809524,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2580645,2.4137931,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5090909,2.6796117,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8727272,2.981132,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1694915,2.3925233,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8053098,2.9626169,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2803738,2.368932,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7478261,2.925926,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6761904,2.867347,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1826923,2.2475247,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8620689,2.8620689,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5339806,2.5841584,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9342105,2.9342105,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1682243,3.2285714,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1037736,2.2525253,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1460674,2.3580246,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9407895,3.0202703,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
5.2671757,5.609756,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5646257,2.6363637,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5309734,2.7238095,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
5.0241938,5.2796612,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5289855,2.5661764,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.6722689,4.9642859,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
5.632,5.7704916,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6666667,2.7118645,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4786325,2.5217392,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2807016,2.3423424,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2521739,2.2719297,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6597939,2.7157896,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0096154,2.1546392,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3399999,2.3399999,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2450981,2.3608248,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2688172,2.3707864,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0777779,2.1494253,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5,2.6146789,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1836734,2.3010752,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.956044,2.0459771,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0901639,2.125,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2173913,2.4000001,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1588786,2.3099999,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4468086,2.6136363,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0217392,2.2142856,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5,2.5543478,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2111111,2.2873564,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.443038,2.5394738,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1827958,2.2307692,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1651375,2.3137255,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2352941,2.4782608,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9803921,2.1720431,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3168316,2.3877552,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4745762,2.5614035,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6600001,2.7422681,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2027028,2.2328768,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1313131,2.1752577,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5979381,2.680851,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5151515,2.6210527,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.072165,2.1612904,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1588786,2.2427185,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5051546,2.5851064,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0285714,2.1734693,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8252428,1.8989899,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4631579,2.5999999,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2446809,2.2446809,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0714285,2.09009,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5242717,2.6262627,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8557693,1.8921568,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.9035087,4.0454545,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.2906976,4.3411765,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0897436,3.1298702,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1721311,3.2249999,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.5327868,3.6525424,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
